Query	Subject	pident	length	mismatch	gaopen	qstart	qend	sstart	send	evalue	bitscore
Tc09v2_t013050.1	WYIG-6449	91.633	251	21	0	7	257	1	251	1.59E-96	348
Tc08v2_t008950.1	IEPQ-6457	83.646	373	55	6	301	670	121	490	1.39E-95	346
Tc10v2_t005720.1	AXBO-5427	85.671	328	47	0	448	775	1	328	2.51E-95	346
Tc10v2_t005720.2	AXBO-5427	85.671	328	47	0	445	772	1	328	2.51E-95	346
Tc08v2_t008950.2	IEPQ-6457	83.602	372	55	6	301	669	121	489	4.72E-95	344
Tc08v2_t008950.3	IEPQ-6457	83.602	372	55	6	301	669	121	489	4.82E-95	344
Tc01v2_t025070.1	OLXF-6705	87.755	294	36	0	10	303	1	294	2.1E-95	344
Tc01v2_t016350.1	OLXF-7371	93.162	234	16	0	124	357	4	237	2.4E-95	344
Tc06v2_t003370.5	OLXF_grafted_with_ATFX-6216	86.859	312	35	5	186	494	3	311	6.54E-95	344
Tc06v2_t003370.5	ATFX-6216	86.859	312	35	5	186	494	3	311	6.54E-95	344
Tc09v2_t018030.1	OLXF-6532	91.837	245	20	0	305	549	8	252	1.38E-94	342
Tc09v2_t015210.3	SLYR-5894	85.373	335	41	8	357	687	39	369	6.29E-94	340
Tc09v2_t015210.4	SLYR-5894	85.373	335	41	8	357	687	39	369	6.29E-94	340
Tc09v2_t015210.1	SLYR-5894	85.373	335	41	8	357	687	39	369	6.29E-94	340
Tc01v2_t023080.1	WYIG-6298	92.116	241	19	0	282	522	273	513	4.59E-94	340
Tc01v2_t022000.4	IXVJ-6376	81.429	420	72	5	67	483	118	534	2.32E-93	339
Tc07v2_t002430.1	RMWJ-5770	82.632	380	66	0	1252	1631	562	941	1.91E-92	337
Tc02v2_t003370.1	INQX-6875	82.812	384	58	7	726	1107	25	402	1.6E-92	337
Tc02v2_t023490.1	Vitvi-Genoscope.12X-7136	85.106	329	49	0	299	627	14	342	8.28E-93	337
Tc02v2_t013220.1	WYIG-7296	88.256	281	33	0	73	353	4	284	5.87E-93	337
Tc09v2_t017440.1	BERS-6978	79.175	485	101	0	697	1181	388	872	1.41E-92	337
Tc09v2_t017440.2	BERS-6978	79.175	485	101	0	634	1118	388	872	1.34E-92	337
Tc09v2_t017440.4	BERS-6978	79.175	485	101	0	460	944	388	872	1.14E-92	337
Tc03v2_t019240.1	VYGG-7361	84.241	349	50	5	315	660	5	351	2.72E-92	335
Tc03v2_t004440.2	THHD-6780	90.514	253	24	0	263	515	116	368	2.12E-92	335
Tc04v2_t008790.1	HAEU-7313	85.58	319	46	0	439	757	1	319	5.96E-92	335
Tc02v2_t015670.1	OLXF_grafted_with_NUZN-5335	93.722	223	14	0	1	223	1	223	5.67E-92	335
Tc04v2_t001770.1	ZSAB-6048	89.179	268	28	1	112	378	54	321	5.6E-92	333
Tc04v2_t001770.3	ZSAB-6048	89.179	268	28	1	112	378	54	321	5.6E-92	333
Tc04v2_t001770.2	ZSAB-6048	89.179	268	28	1	112	378	54	321	5.6E-92	333
Tc02v2_t019040.1	ZSAB_grafted_with_HAEU-5426	83.333	366	55	5	352	714	1	363	3.8E-91	333
Tc02v2_t019040.1	HAEU-5426	83.333	366	55	5	352	714	1	363	3.8E-91	333
Tc02v2_t023830.1	VYGG-6407	81.934	393	71	0	156	548	9	401	8.38E-92	333
Tc09v2_t008590.1	Aquco-v1.1-5596	80.178	449	85	3	2077	2523	973	1419	7.11E-91	333
Tc01v2_t020820.2	Carpa-ASGPBv0.4-5958	84.211	342	54	0	202	543	1	342	8.01E-92	333
Tc06v2_t001530.3	HUSX-6797	82.097	391	68	2	445	834	211	600	1.61E-91	333
Tc05v2_t003740.2	ZSAB-5802	88.889	270	30	0	520	789	1	270	1.62E-91	333
Tc05v2_t003740.1	ZSAB-5802	88.889	270	30	0	520	789	1	270	1.62E-91	333
Tc03v2_t000270.1	QUTB-6792	77.879	547	112	2	289	826	1	547	4.93E-91	331
Tc03v2_t004440.2	OLXF-6780	90.476	252	22	2	263	513	104	354	2.75E-91	331
Tc04v2_t013710.1	OXYP-6506	84.478	335	52	0	223	557	67	401	2.98E-91	331
Tc04v2_t005100.1	NCVK-5699	79.588	485	82	10	287	770	221	689	6.1E-91	331
Tc01v2_t004780.1	CWZU-6733	82.171	387	67	2	254	639	2	387	3.43E-91	331
Tc06v2_t004750.1	WYIG_grafted_with_THHD-6405	91.093	247	19	2	758	1001	650	896	9.13E-91	331
Tc06v2_t004750.2	WYIG_grafted_with_THHD-6405	91.093	247	19	2	758	1001	650	896	9.2E-91	331
Tc05v2_t013050.2	ZSAB_grafted_with_VUSY-6791	85.494	324	37	3	69	384	141	462	1.04E-90	329
Tc03v2_t003030.1	ZSAB_grafted_with_OXYP-6507	89.535	258	27	0	637	894	1	258	1.03E-89	327
Tc04v2_t013710.1	KYAD-6506	81.795	390	71	0	166	555	10	399	3.85E-90	327
Tc09v2_t001160.1	TIUZ-6893	82.967	364	58	4	51	412	27	388	1.16E-89	326
Tc01v2_t022000.4	Ambtr-6376	77.555	548	117	6	66	610	120	664	1.81E-89	326
Tc06v2_t003290.1	GHLP-5858	76.678	596	133	6	1	593	1	593	2.86E-89	326
Tc06v2_t003290.2	GHLP-5858	76.678	596	133	6	1	593	1	593	2.86E-89	326
Tc06v2_t003290.3	GHLP-5858	76.678	596	133	6	1	593	1	593	2.86E-89	326
Tc02v2_t014080.2	OLXF-6270	87.153	288	34	3	146	431	11	297	5.18E-89	324
Tc02v2_t003570.1	VVPY-6848	82.432	370	65	0	24	393	9	378	6.2E-89	324
Tc01v2_t020820.2	NTEO-5958	83.673	343	56	0	198	540	6	348	4.82E-89	324
Tc02v2_t023490.1	OMYK-7136	80.929	409	76	2	220	627	1	408	2.32E-88	322
Tc08v2_t012020.1	OLXF-5257	84.273	337	46	5	854	1185	725	1059	3.85E-88	322
Tc03v2_t004440.2	VYGG-6780	89.105	257	28	0	263	519	116	372	5.95E-88	320
Tc04v2_t005100.3	Ambtr-5699	79.515	454	89	4	28	479	1	452	1.27E-87	320
Tc04v2_t005100.4	Ambtr-5699	79.515	454	89	4	28	479	1	452	1.12E-87	320
Tc01v2_t026590.2	QUTB-5634	88.39	267	27	4	856	1119	557	822	5.68E-87	318
Tc01v2_t026590.1	QUTB-5634	88.39	267	27	4	856	1119	557	822	5.68E-87	318
Tc06v2_t009780.3	WYIG_grafted_with_Theca-v1.1-6430	93.088	217	15	0	10	226	1	217	1.11E-87	318
Tc04v2_t013710.1	UMUL-6506	84.259	324	51	0	235	558	79	402	8.34E-87	316
Tc09v2_t005160.1	WVEF-6056	78.296	493	105	2	531	1022	3	494	2.27E-86	316
Tc01v2_t028600.1	COAQ-5919	79.817	436	86	2	310	744	16	450	1.13E-86	316
Tc01v2_t004780.3	CWZU-6733	81.867	375	66	2	254	627	2	375	3.52E-86	315
Tc01v2_t004780.2	CWZU-6733	81.867	375	66	2	254	627	2	375	3.45E-86	315
Tc06v2_t002480.1	XPBC-5660	81.698	377	67	2	307	682	132	507	1.72E-85	313
Tc06v2_t002480.2	XPBC-5660	81.698	377	67	2	307	682	132	507	1.86E-85	313
Tc03v2_t016780.1	Ambtr-4691	77.778	504	112	0	170	673	2	505	4.98E-85	311
Tc03v2_t016700.1	QTJY-6488	82.094	363	65	0	544	906	214	576	8.27E-85	311
Tc02v2_t019040.2	ZSAB_grafted_with_HAEU-5426	83.481	339	50	5	1	336	28	363	1.52E-84	311
Tc02v2_t019040.2	HAEU-5426	83.481	339	50	5	1	336	28	363	1.52E-84	311
Tc09v2_t018030.1	UZWG-6532	90.041	241	22	2	309	548	12	251	3.9E-85	311
Tc03v2_t019240.2	ZHEE-7361	81.941	371	61	6	302	669	11	378	1.67E-84	309
Tc09v2_t007330.1	TRRQ-6528	81.649	376	65	3	217	590	58	431	1.49E-84	309
Tc09v2_t026280.1	ZSAB-5064	91.189	227	20	0	1	227	1	227	7.12E-85	309
Tc03v2_t025680.1	Arath-5944	76.502	566	129	4	31	594	7	570	2.87E-83	305
Tc04v2_t017790.1	HOKG-6458	83.183	333	56	0	609	941	522	854	4.51E-83	305
Tc04v2_t017790.2	HOKG-6458	83.183	333	56	0	603	935	522	854	4.49E-83	305
Tc02v2_t023830.2	VYGG-6407	84.295	312	49	0	156	467	9	320	1.66E-83	305
Tc03v2_t004440.2	HYZL-6780	87.938	257	31	0	263	519	116	372	5.99E-83	303
Tc09v2_t018030.1	HAEU-6532	88.446	251	29	0	298	548	1	251	6.53E-83	303
Tc04v2_t001770.1	SLYR-6048	84.768	302	45	1	76	376	1	302	1.58E-82	302
Tc04v2_t001770.3	SLYR-6048	84.768	302	45	1	76	376	1	302	1.58E-82	302
Tc04v2_t001770.2	SLYR-6048	84.768	302	45	1	76	376	1	302	1.58E-82	302
Tc01v2_t011220.1	YKFU-6439	84.365	307	48	0	300	606	30	336	3.33E-82	302
Tc01v2_t023330.1	BEFC-5406	85.714	287	37	4	508	792	1	285	3.49E-81	300
Tc10v2_t003850.1	ZSAB_grafted_with_THHD-5333	85.614	285	41	0	3643	3927	1927	2211	6.11E-81	300
Tc10v2_t003850.1	THHD-5333	85.614	285	41	0	3643	3927	1927	2211	6.11E-81	300
Tc03v2_t021110.1	AIOU-6398	80.952	378	70	2	298	674	1	377	3.69E-81	298
Tc03v2_t001070.1	CAQZ-5032	83.81	315	49	2	1286	1599	653	966	9.18E-81	298
Tc07v2_t000150.1	WYIG-6498	89.7	233	24	0	238	470	1	233	2.54E-81	298
Tc02v2_t013190.1	MQIV-5941	79.853	407	82	0	43	449	1	407	2.49E-81	298
Tc05v2_t005820.1	MAQO-7363	82.456	342	58	2	340	680	193	533	3.72E-81	298
Tc05v2_t005820.2	MAQO-7363	82.456	342	58	2	343	683	193	533	3.74E-81	298
