Query	Subject	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
OLXF_grafted_with_VYGG-7361	Tc03v2_t019240.2	86.957	552	68	4	3	552	120	669	2.27E-176	617
OLXF_grafted_with_VYGG-7361	Tc03v2_t019240.1	85.326	552	68	5	3	552	120	660	1.39E-158	558
ZSAB_grafted_with_HYZL-5464	Tc07v2_t000910.1	87.465	710	89	0	1	710	178	887	0	819
ZSAB_grafted_with_HYZL-5464	Tc07v2_t000910.2	87.915	662	80	0	49	710	76	737	0	780
CKKR-5926	Tc10v2_t005230.1	86.214	486	65	2	1	485	484	968	1.24E-148	525
RQZP-5926	Tc10v2_t005230.1	76.412	797	168	17	9	795	150	936	1.75E-114	412
ZSAB_grafted_with_UVDC-5926	Tc10v2_t005230.1	86.49	829	106	2	1	826	133	958	0	905
WYIG_grafted_with_CKKR-5926	Tc10v2_t005230.1	88.197	771	89	2	1	770	199	968	0	918
HYZL-4848	Tc08v2_t003130.1	84.006	1288	202	4	2	1287	245	1530	0	1234
UMUL-4848	Tc08v2_t003130.1	77.89	1289	260	21	1	1278	256	1530	0	778
ZSAB_grafted_with_HYZL-4848	Tc08v2_t003130.1	87.204	1563	189	9	2	1557	245	1803	0	1768
WYIG_grafted_with_MRKX-4848	Tc08v2_t003130.1	79.497	2107	406	21	2	2092	245	2341	0	1474
OLXF_grafted_with_HYZL-4848	Tc08v2_t003130.1	89.696	1281	129	1	1	1278	250	1530	0	1631
ZSAB_grafted_with_OXYP-6507	Tc03v2_t003030.1	89.535	258	27	0	1	258	637	894	1.92E-89	327
THHD-6175	Tc05v2_t014220.1	85.801	493	70	0	1	493	10	502	1.36E-147	523
ZHEE-6175	Tc05v2_t014220.1	84.3	414	65	0	472	885	1204	1617	3.13E-112	405
WYIG_grafted_with_THHD-6175	Tc05v2_t014220.1	86.528	720	94	3	721	1437	898	1617	0	789
WYIG_grafted_with_THHD-6175	Tc05v2_t014220.1	85.801	493	70	0	1	493	10	502	1.36E-147	523
ZSAB_grafted_with_THHD-6175	Tc05v2_t014220.1	92.041	490	39	0	1	490	16	505	0	689
OLXF-6398	Tc03v2_t021110.1	91.541	331	28	0	48	378	345	675	3.51E-128	457
HUSX-6797	Tc06v2_t001530.3	82.097	391	68	2	211	600	445	834	1E-90	333
ZSAB-6797	Tc06v2_t001530.3	89.157	664	70	2	1	663	229	891	0	826
WYIG-6797	Tc06v2_t001530.3	89.709	447	40	2	216	662	447	887	1.03E-160	566
EILE-6954	Tc07v2_t002100.1	80.386	673	127	3	1	672	190	858	6.4E-143	507
NUZN-6954	Tc07v2_t002100.1	83.966	474	74	2	1	473	190	662	5.78E-127	453
NUZN-6954	Tc07v2_t002100.3	82.911	474	74	3	1	473	21	488	5.86E-117	420
NUZN-6954	Tc07v2_t002100.2	82.911	474	74	3	1	473	21	488	5.86E-117	420
ZSAB_grafted_with_NUZN-6954	Tc07v2_t002100.1	87.586	580	63	1	1	580	190	760	0	664
ZSAB_grafted_with_NUZN-6954	Tc07v2_t002100.3	86.724	580	63	2	1	580	21	586	0	632
ZSAB_grafted_with_NUZN-6954	Tc07v2_t002100.2	86.724	580	63	2	1	580	21	586	0	632
OLXF-6954	Tc07v2_t002100.1	89.612	645	67	0	1	645	190	834	0	821
OLXF-6954	Tc07v2_t002100.3	88.837	645	67	2	1	645	21	660	0	787
OLXF-6954	Tc07v2_t002100.2	88.837	645	67	2	1	645	21	660	0	787
QUTB-6782	Tc03v2_t001080.1	86.853	464	61	0	7	470	46	509	5.69E-147	520
OLXF-6782	Tc03v2_t001080.1	91.966	473	38	0	1	473	40	512	0	664
Arath-5406	Tc01v2_t023330.1	81.395	1204	222	2	295	1497	961	2163	0	981
Arath-5406	Tc01v2_t023330.2	81.395	1204	222	2	295	1497	553	1755	0	981
BCAA-5406	Tc01v2_t023330.1	86.678	1201	158	2	255	1454	960	2159	0	1330
BCAA-5406	Tc01v2_t023330.2	86.678	1201	158	2	255	1454	552	1751	0	1330
BXAY-5406	Tc01v2_t023330.1	79.28	1139	221	8	7	1133	1024	2159	0	782
BXAY-5406	Tc01v2_t023330.2	79.28	1139	221	8	7	1133	616	1751	0	782
NJLF-5406	Tc01v2_t023330.1	85.638	564	81	0	298	861	1600	2163	6.06E-169	593
NJLF-5406	Tc01v2_t023330.2	85.638	564	81	0	298	861	1192	1755	6.06E-169	593
ZRIN-5406	Tc01v2_t023330.1	81.75	1200	219	0	1	1200	961	2160	0	1003
ZRIN-5406	Tc01v2_t023330.2	81.75	1200	219	0	1	1200	553	1752	0	1003
OLXF_grafted_with_BCAA-5406	Tc01v2_t023330.1	88.362	1203	140	0	255	1457	960	2162	0	1447
OLXF_grafted_with_BCAA-5406	Tc01v2_t023330.2	88.362	1203	140	0	255	1457	552	1754	0	1447
ZSAB_grafted_with_BCAA-5406	Tc01v2_t023330.1	89.277	1203	129	0	255	1457	960	2162	0	1507
ZSAB_grafted_with_BCAA-5406	Tc01v2_t023330.2	89.277	1203	129	0	255	1457	552	1754	0	1507
WYIG_grafted_with_BCAA-5406	Tc01v2_t023330.1	89.635	1206	122	1	255	1460	960	2162	0	1535
WYIG_grafted_with_BCAA-5406	Tc01v2_t023330.2	89.635	1206	122	1	255	1460	552	1754	0	1535
ZSAB-7296	Tc02v2_t013220.1	90.426	282	27	0	1	282	70	351	9.65E-103	372
WYIG-7296	Tc02v2_t013220.1	88.256	281	33	0	4	284	73	353	3.52E-92	337
BJKT-6631	Tc03v2_t007040.1	76.104	770	175	8	41	807	2	765	6.19E-109	394
BJKT-6631	Tc03v2_t007040.4	76.104	770	175	8	41	807	167	930	6.19E-109	394
BJKT-6631	Tc03v2_t007040.2	79.13	575	115	5	41	612	167	739	2.23E-108	392
ZSAB-6631	Tc03v2_t007040.4	87.642	793	81	5	4	780	139	930	0	905
ZSAB-6631	Tc03v2_t007040.1	88.089	764	76	3	32	780	2	765	0	893
ZSAB-6631	Tc03v2_t007040.2	88.762	614	52	5	4	601	139	751	0	736
ZSAB-6631	Tc03v2_t007040.3	88.548	489	56	0	292	780	364	852	5.47E-169	593
QUTB-5721	Tc01v2_t034970.2	85.402	733	107	0	1	733	361	1093	0	761
QUTB-5721	Tc01v2_t034970.1	85.19	736	106	2	1	733	361	1096	0	752
UZWG-5721	Tc01v2_t034970.2	85.062	723	108	0	1	723	361	1083	0	737
UZWG-5721	Tc01v2_t034970.1	84.848	726	107	2	1	723	361	1086	0	728
WYIG_grafted_with_QUTB-5721	Tc01v2_t034970.2	90.314	733	71	0	1	733	361	1093	0	961
WYIG_grafted_with_QUTB-5721	Tc01v2_t034970.1	89.946	736	71	1	1	733	361	1096	0	946
OLXF-5721	Tc01v2_t034970.2	88.235	731	77	1	1	722	361	1091	0	894
OLXF-5721	Tc01v2_t034970.1	88.011	734	76	3	1	722	361	1094	0	887
THHD-7128	Tc04v2_t023690.1	81.468	1063	184	11	4	1058	442	1499	0	859
WYIG_grafted_with_THHD-7128	Tc04v2_t023690.1	85.247	1071	143	13	4	1065	442	1506	0	1088
ZSAB_grafted_with_THHD-7128	Tc04v2_t023690.1	81.776	1070	182	11	4	1065	442	1506	0	883
BIDT-6968	Tc07v2_t006000.1	79.921	757	150	2	1	756	271	1026	2.52E-157	555
WWKL-6968	Tc07v2_t006000.1	85.45	756	108	2	2	756	272	1026	0	785
CCID-6318	Tc10v2_t001090.1	81.279	1720	296	26	5	1711	791	2497	0	1369
THHD-6318	Tc10v2_t001090.1	85.682	1746	241	8	1	1743	799	2538	0	1831
WYIG-6318	Tc10v2_t001090.1	92.982	1539	108	0	1	1539	1006	2544	0	2244
ZSAB_grafted_with_THHD-6318	Tc10v2_t001090.1	88.825	1745	182	5	1	1734	799	2541	0	2130
INQX-6295	Tc09v2_t004800.1	84.765	1129	166	6	3	1128	252	1377	0	1127
INQX-6295	Tc09v2_t004800.2	84.765	1129	166	6	3	1128	252	1377	0	1127
NUZN-6295	Tc09v2_t004800.1	86.387	1190	153	5	7	1187	250	1439	0	1291
NUZN-6295	Tc09v2_t004800.2	86.387	1190	153	5	7	1187	250	1439	0	1291
OLXF_grafted_with_NUZN-6295	Tc09v2_t004800.1	87.976	1181	133	5	16	1187	259	1439	0	1386
OLXF_grafted_with_NUZN-6295	Tc09v2_t004800.2	87.976	1181	133	5	16	1187	259	1439	0	1386
WYIG-6295	Tc09v2_t004800.1	91.914	1212	89	5	1	1212	244	1446	0	1687
WYIG-6295	Tc09v2_t004800.2	91.914	1212	89	5	1	1212	244	1446	0	1687
GLVK-6572	Tc02v2_t005970.1	83.642	917	150	0	1	917	139	1055	0	863
GLVK-6572	Tc02v2_t005970.2	83.739	904	147	0	14	917	2	905	0	856
ICNN-6572	Tc02v2_t005970.1	79.205	880	169	12	9	881	147	1019	1.39E-170	599
ICNN-6572	Tc02v2_t005970.2	79.11	876	169	12	13	881	1	869	2.32E-168	592
WYIG_grafted_with_GLVK-6572	Tc02v2_t005970.1	87.8	918	112	0	1	918	139	1056	0	1075
WYIG_grafted_with_GLVK-6572	Tc02v2_t005970.2	87.956	905	109	0	14	918	2	906	0	1068
OLXF-5257	Tc08v2_t012020.1	87.264	793	98	2	1	793	97	886	0	902
OLXF-5257	Tc08v2_t012020.1	84.273	337	46	5	725	1059	854	1185	3.9E-87	322
ZSAB_grafted_with_VYGG-5296	Tc06v2_t002870.1	89.532	726	76	0	1	726	448	1173	0	920
